,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,23_s2m1_cell 160,cell 6441,1210.279,2676.948,1851.373,2254.108,1736.425,1147.09,1202.884,760.918,2567.906,485.876,2295.655,3038.733,1582.527,1265.333,915.521,1997.509,2717.499,2264.058,1324.543
,23_s2m1_cell 161,cell 6442,972.365,2259.368,784.886,3449.04,1480.237,1312.893,1340.876,817.819,2335.689,461.756,2268.549,3826.977,1472.876,1453.371,1282.204,1530.341,1261.177,445.639,1412.943
,23_s2m1_cell 162,cell 6443,1391.967,1604.611,473.076,315.187,1546.13,1075.749,1037.801,377.379,2283.777,553.313,2337.851,483.4,2158.962,8016.964,270.173,2394.54,2059.728,1527.962,456.469
,23_s2m1_cell 163,cell 6444,654.348,3354.013,3433.127,2787.392,1506.367,1167.914,1138.198,995.268,1893.108,539.741,2367.933,4540.432,1321.919,1071.348,2050.838,1421.34,1050.724,471.56,1978.254
,23_s2m1_cell 164,cell 6445,1413.87,4393.275,744.478,3059.075,1526.62,1178.354,1168.947,798.911,2500.927,537.74,2270.772,3414.648,2017.984,1526.396,1125.724,1560.159,3044.675,1204.059,1520.551
,23_s2m1_cell 165,cell 6446,827.714,2847.362,2899.51,3537.49,1443.849,1169.736,1184.223,825.88,1958.484,475.258,2344.437,4081.767,1324.572,1128.77,1344.906,1453.506,1033.959,386.588,1489.248
,23_s2m1_cell 166,cell 6447,1024.863,2221.057,641.267,278.013,1859.722,1353.073,1195.338,340.272,2164.43,736.322,2326.784,424.075,1558.702,1148.971,244.444,1715.192,1666.124,902.746,386.592
,23_s2m1_cell 167,cell 6448,1059.227,2593.83,546.078,3192.594,1454.919,1214.134,1165.576,756.543,2283.504,486.946,2237.522,3201.773,1821.107,1602.8,1108.224,1377.552,2367.522,584.496,1366.675
,23_s2m1_cell 168,cell 6449,1407.061,2765.782,1791.879,2169.466,1552.504,1161.435,1230.438,831.364,2354.501,501.848,2244.7,3023.939,2077.196,1404.43,1402.68,2027.532,4484.992,3842.116,1762.576
,23_s2m1_cell 169,cell 6450,1672.02,1801.79,495.223,328.529,1559.695,1162.65,1135.982,387.135,2409.179,599.212,2336.553,500.093,2753.774,8506.367,275.358,2902.228,4397.088,3519.416,459.67
,23_s2m1_cell 170,cell 6451,634.012,3813.018,4623.373,3285.217,1417.659,1130.578,1110.503,814.209,1810.037,444.604,2300.852,4186.142,1286.489,1088.179,1341.081,1315.101,992.86,432.387,1535.594
,23_s2m1_cell 171,cell 6452,821.573,6436.573,903.89,3398.995,1479.481,1178.944,1301.185,827.214,2688.812,439.714,2237.312,3810.181,2758.66,1167.594,1270.042,1274.847,2974.742,482.592,1477.695
,23_s2m1_cell 172,cell 6453,990.46,6161.676,588.939,2812.049,1477.33,1175.23,1284.45,813.081,2674.33,600.214,2258.392,3360.709,2532.657,1425.864,1197.042,1407.204,2555.938,813.178,1426.689
,23_s2m1_cell 173,cell 6454,1267.04,3996.353,1624.471,3109.734,1520.438,1214.12,1269.759,825.759,2311.381,586.647,2252.285,3162.529,1715.725,1609.827,1308.835,1937.338,2602.493,2019.911,1545.14
,23_s2m1_cell 174,cell 6455,1117.231,2324.897,653.61,283.599,1934.189,1355.306,1180.493,343.521,2075.354,764.064,2358.939,480.086,1608.969,1385.552,272.989,1581.657,1757.582,973.964,463.591
,23_s2m1_cell 175,cell 6456,950.708,4254.146,4732.166,2814.517,1595.728,1168.305,1138.145,981.537,1956.153,1532.748,2536.045,4485.62,1508.174,1117.541,2021.862,1298.362,1540.563,696.966,1983.929
,23_s2m1_cell 176,cell 6457,604.615,2650.666,2628.651,3159.485,1409.882,1117.229,1167.882,781.111,1865.393,405.153,2301.168,3901.389,1318.265,1090.674,1245.956,1210.246,1184.481,411.937,1384.889
,23_s2m1_cell 177,cell 6458,992.089,2166.839,1689.11,3893.743,1521.866,1167.399,1131.032,961.52,1799.965,482.07,2334.086,5294.692,1372.633,1160.558,1658.523,1273.322,1159.161,642.11,1740.145
,23_s2m1_cell 178,cell 6459,1140.52,2807.245,1405.868,2515.44,1525.336,1144.221,1217.161,827.137,2497.623,522.931,2259.256,3024.219,1853.963,1305.278,1531.39,1828.824,3311.302,2392.558,1681.647
,23_s2m1_cell 179,cell 6460,641.883,2161.07,580.395,2827.211,1448.804,1218.442,1462.861,770.293,2656.799,405.876,2224.273,3252.109,1890.883,1148.633,1188.916,1251.062,2216.553,415.95,1393.625
,23_s2m1_cell 180,cell 6461,947.499,1890.23,517.645,2774.719,1459.482,1215.475,1389.276,773.815,2612.731,567.669,2240.412,2951.688,1841.506,1851.799,1106.209,1302.703,2415.446,605.619,1313.326
,23_s2m1_cell 181,cell 6462,828.873,2874.708,2652.296,3096.27,1565.373,1162.802,1284.157,977.49,1953.254,689.593,2363.135,5007.389,1518.028,1150.381,2104.315,1297.44,1155.792,651.665,2019.218
,23_s2m1_cell 182,cell 6463,1233.345,3652.467,555.991,2913.32,1494.58,1153.718,1261.323,846.752,2989.342,603.743,2296.872,3213.846,1807.407,1298.696,1407.066,2329.981,1828.304,707.752,1576.909
,23_s2m1_cell 183,cell 6464,441.372,2540.838,2315.314,2698.971,1404.654,1100.453,1282.1,764.252,2635.98,438.741,2245.783,3406.922,1396.43,1055.893,1160.89,1234.557,1439.667,381.731,1336.227
,23_s2m1_cell 184,cell 6465,598.898,5143.816,1071.453,2664.346,1415.223,1175.172,1374.172,746.833,3106.489,496.363,2243.542,3074.373,1970,1140.676,1158.32,1264.383,1642.983,400.317,1315.392
,23_s2m1_cell 185,cell 6466,1030.235,2278.408,498.568,2834.907,1455.231,1234.87,1449.736,828.191,3231.347,491.134,2242.11,3184.913,1715.116,1555.081,1231.519,1366.083,1691.424,508.939,1408.268
,23_s2m1_cell 186,cell 6467,618.352,4196.75,5073.333,3601.239,1454.652,1100.607,1213.939,913.365,1863.037,1144.689,2447.865,4580.022,1340.707,1064.015,1477.48,1246.509,1202.374,403.639,1637.443
,23_s2m1_cell 187,cell 6468,1309.602,4659.319,500.455,2675.728,1463.303,1170.762,1295.648,825.22,2552.882,702.354,2257.976,3172.406,1696.646,1505.354,1332.99,1499.465,1871.278,695.929,1497.785
,23_s2m1_cell 188,cell 6469,958.945,1601.382,640.442,2429.338,1680.404,1174.774,1115.393,837.18,1938.998,671.359,2326.59,3179.423,1485.853,1238.133,1989.63,1439.966,1464.419,977.068,1851.273
,23_s2m1_cell 189,cell 6470,740.386,2979.25,1395.011,3137.798,1409.86,1135.884,1320.478,782.491,3517.366,1258.798,2378.197,3506.318,1548.515,1181.355,1261.138,1231.868,1531.605,470.382,1360.134
,23_s2m1_cell 190,cell 6471,959.482,4538.418,5336.522,2732.797,1547.72,1143.985,1236.121,898.486,1930.57,543.699,2355.445,4211.179,1573.486,1155.451,1788.773,1349.91,1517.518,734.787,1839.282
,23_s2m1_cell 191,cell 6472,693.013,3432.755,3938.164,3549.27,1475.45,1151.278,1307.593,851.62,2199.345,570.453,2309.566,4246.175,1506.019,1135.332,1440.733,1284.811,1600.383,692.466,1505.243
,23_s2m1_cell 192,cell 6473,878.311,1873.874,666.724,2880.34,1440.336,1215.909,1399.373,803.881,2622.709,1003.972,2345.713,3204.308,1912.372,1591.179,1228.836,1227.787,2017.928,520.314,1337.638
,23_s2m1_cell 193,cell 6474,1345.264,3610.641,606.829,2635.279,1498.663,1135.063,1239.272,907.503,2722.546,742.389,2253.799,3494.86,1884.709,1330.702,1477.547,1390.415,2970.877,1845.678,1670.034
,23_s2m1_cell 194,cell 6475,825.391,3723.625,2765.082,3559.155,1447.428,1108.839,1129.294,821.579,2173.968,1669.757,2498.561,3954.81,1819.267,1139.965,1365.095,1271.718,2075.066,473.373,1406.262
,23_s2m1_cell 195,cell 6476,1075.858,2067.619,712.489,297.11,1801.964,1233.846,1137.879,334.531,2055.887,1038.045,2356.934,458.626,1554.633,1544.161,252.29,1556.453,1664.76,893.637,407.254
,23_s2m1_cell 196,cell 6477,1113.177,2244.413,545.309,2876.054,1459.448,1191.112,1430.774,835.85,2580.311,539.35,2229.744,3371.7,2046.971,1182.72,1256.509,1283.662,2284.594,503.413,1390.15
,23_s2m1_cell 197,cell 6478,1213.875,2814.156,1565.402,2514.582,1464.558,1112.82,1177.146,774.351,2247.487,526.3,2234.809,2877.111,1883.064,1319.224,1289.182,1746.456,4217.925,3025.789,1457.96
,23_s2m1_cell 198,cell 6479,867.392,5597.144,1627.719,3199.819,1416.515,1140.119,1193.292,784.53,2457.09,543.168,2277.961,3266.468,2383.739,1139.402,1221.053,1232.684,2255.02,463.443,1310.943
,23_s2m1_cell 199,cell 6480,886.626,3801.284,4179.688,3921.713,1484.761,1102.097,1087.314,878.037,1863.93,402.923,2304.117,4768.514,1388.793,1105.005,1626.232,1293.855,1352.998,457.105,1608.217
,23_s2m1_cell 200,cell 6481,954.255,5409.336,2026.545,3598.381,1457.687,1170.498,1141.541,845.766,2548.437,425.308,2263.196,3923.469,2401.71,1224.396,1439.439,1279.78,2843.222,442.601,1476.26
,23_s2m1_cell 201,cell 6482,1418.38,1616.509,480.255,342.025,1542.758,1157.129,1118.711,373.437,2228.025,624.814,2304.041,462.371,2045.204,6861.884,265.097,2450.865,4589.484,3942.604,435.516
,23_s2m1_cell 202,cell 6483,1100.794,4538.834,2362.898,2567.649,1425.189,1106.947,1076.408,797.051,1857.494,416.881,2206.813,2961.515,1377.223,1393.241,1316.283,2256.425,2859.774,2823.44,1411.502
,23_s2m1_cell 203,cell 6484,738.157,5370.419,542.443,2510.853,1411.646,1187.253,1106.967,751.867,2592.098,431.984,2208.499,3026.218,2712.141,1382.941,1180.185,1243.494,3396.688,506.799,1271.258
,23_s2m1_cell 204,cell 6485,1116.678,1972.624,664.329,289.616,1847.073,1241.916,1137.242,329.894,2008.256,900.468,2338.43,480.517,1545.428,1531.201,280.321,1428.136,1612.378,883.106,481.292
,23_s2m1_cell 205,cell 6486,979.326,2241.576,1551.18,1997.362,1480.787,1150.115,1108.408,684.112,1882.432,458.293,2206.498,2404.576,1535.217,1375.093,1199.69,1500.991,3481.805,3402.104,1315.945
,23_s2m1_cell 206,cell 6487,813.318,2427.326,519.372,2906.397,1409.412,1215.542,1037.766,776.468,2021.407,460.99,2190.036,3209.934,1525.018,1654.346,1237.595,1219.173,1563.341,568.059,1324.72
,23_s2m1_cell 207,cell 6488,730.215,3604.066,3647.187,3581.161,1431.472,1134.453,1086.291,818.734,2038.37,383.453,2263.364,3968.994,1671.263,1131.06,1437.222,1259.206,1833.117,395.782,1491.082
,23_s2m1_cell 208,cell 6489,1372.948,1548.737,481.213,329.48,1576.455,1146.549,1110.37,365.749,2238.217,620.698,2304.343,443.022,1988.76,7272.371,262.522,2379.762,3932.759,3449.251,442.872
,23_s2m1_cell 209,cell 6490,694.983,3831.512,4311.755,3234.271,1428.858,1117.819,1116.828,849.473,1736.699,386.708,2264.865,4427.665,1316.912,1083.802,1574.51,1220.819,1249.71,404.022,1547.049
,23_s2m1_cell 210,cell 6491,888.221,2024.416,532.595,2865.586,1428.748,1219.977,1133.802,765.317,2024.68,450.547,2200.604,3215.751,1535.595,1415.088,1260.006,1211.329,1649.785,437.538,1316.329
,23_s2m1_cell 211,cell 6492,917.837,3190.02,3239.401,3650.852,1472.925,1118.626,1071.921,1118.757,1724.809,531.551,2292.031,5130.381,1272.385,1115,2492.47,1220.505,1418.304,955.132,2144.125
,23_s2m1_cell 212,cell 6493,801.594,2802.431,1104.138,3179.622,1437.661,1160.899,1185.818,816.352,2018.644,395.804,2215.271,3494.174,1498.605,1124.185,1341.171,1220.89,1227.483,404.846,1365.947
,23_s2m1_cell 213,cell 6494,894.45,1314.176,561.826,1993.954,1447.242,1106.652,1129.2,633.768,2020.094,434.582,2184.894,2234.63,1648.148,1481.376,1277.546,1419.58,2978.062,2221.836,1369.526
,23_s2m1_cell 214,cell 6495,644.174,4239.181,5118.936,3180.834,1428.281,1102.961,1106.633,883.02,1782.238,390.608,2271.882,4228.796,1310.671,1192.116,1537.671,1244.834,991.839,397.606,1549.191
,23_s2m1_cell 215,cell 6496,630.369,3083.865,3478.983,3587.947,1422.048,1121.885,1085.355,895.732,1844.082,380.994,2245.586,4029.228,1291.594,1121.783,1464.989,1219.623,976.575,359.744,1422.583
,23_s2m1_cell 216,cell 6497,1333.467,1523.791,476.798,305.74,1544.702,1041.766,1000.089,361.102,2198.842,520.947,2328.934,421.879,1901.215,7905.224,275.267,2364.171,1971.655,1406.448,482.533
,23_s2m1_cell 217,cell 6498,932.748,5376.871,658.486,3029.502,1449.075,1152.933,1160.538,813.088,2047.936,404.083,2196.148,3499.091,1769.873,1376.368,1355.769,1224.096,1632.169,446.78,1371.659
,23_s2m1_cell 218,cell 6499,583.241,3371.947,3739.772,2527.862,1475.873,1081.813,1067.467,906.831,1726.078,430.418,2273.958,3935.108,1324.252,1066.535,2066.179,1281.933,1015.163,475.536,1806.766
,23_s2m1_cell 219,cell 6500,1234.996,4995.344,500.479,2289.724,1451.962,1121.536,1076.404,777.727,1951.607,546.998,2197.109,3121.068,1568.75,1644.59,1260.827,1288.541,1785.224,686.177,1387.703
,23_s2m1_cell 220,cell 6501,908.57,1799.271,627.512,279.668,1755.995,1245.338,1066.573,333.711,1862.19,926.682,2329.88,447.128,1527.553,1623.869,254.662,1340.994,1689.015,802.313,441.046
,23_s2m1_cell 221,cell 6502,658.383,1987.935,1611.966,3669.341,1444.448,1164.785,1144.039,941.102,2055.45,426.671,2223.843,4419.811,1447.479,1120.087,1578.358,1226.298,1340.739,393.755,1465.14
,23_s2m1_cell 222,cell 6503,1157.646,2170.694,1481.814,2157.378,1492.143,1123.606,1142.884,696.135,2109.005,428.464,2218.294,2422.584,1582.134,1578.556,1318.398,1639.412,3387.183,3366.56,1388.187
,23_s2m1_cell 223,cell 6504,959.288,3069.238,640.228,3158.703,1455.069,1164.065,1085.972,846.994,1920.067,476.263,2203.024,3564.083,1504.909,2203.304,1394.501,1282.404,1308.354,516.072,1415
,23_s2m1_cell 224,cell 6505,581.765,5575.29,7200.207,2270.742,1433.313,1090.986,1109.343,865.87,1673.166,428.155,2293.971,3548.366,1342.479,1050.206,1876.229,1209.274,1080.103,404.52,1653.055
,23_s2m1_cell 225,cell 6506,661.745,2982.055,3345.599,3635.853,1430.681,1114.551,1165.418,971.271,1801.163,385.894,2209.711,4729.28,1362.227,1064.8,1790.582,1245.632,955.852,372.969,1647.286
,23_s2m1_cell 226,cell 6507,780.667,1206.965,455.37,299.172,1456.191,997.453,966.514,354.297,2061.263,476.857,2216.015,512.55,1759.392,7519.792,356.645,2314.729,1253.633,646.688,903.677
,23_s2m1_cell 227,cell 6508,845.585,2354.859,947.514,3429.591,1436.316,1211.003,1464.93,848.815,2437.949,416.914,2254.677,3926.837,1875.415,1218.537,1391.109,1219.006,1881.671,418.383,1421.936
,23_s2m1_cell 228,cell 6509,850.693,1726.242,591.885,2858.65,1435.701,1184.021,1342.455,746.299,2754.777,462.383,2201.354,3133.172,1817.92,1633.65,1212.396,1224.695,2249.508,474.596,1281.951
,23_s2m1_cell 229,cell 6510,739.62,2905.914,3145.282,3733.711,1444.816,1153.47,1262.822,880.285,2140.862,443.821,2224.495,4501.374,1556.865,1124.851,1578.865,1231.213,1672.284,438.316,1425.668
,23_s2m1_cell 230,cell 6511,1012.455,4011.106,497.694,2077.802,1434.796,1126.048,1137.355,748.378,2204.133,589.555,2198.008,2870.164,2576.784,1303.638,1244.64,1274.258,2296.809,609.489,1473.516
,23_s2m1_cell 231,cell 6512,967.656,5057.021,619.555,2626.205,1483.628,1186.726,1278.704,829.409,2429.129,1431.238,2405.7,3529.802,2673.782,1257.8,1392.719,1292.789,2430.848,555.64,1468.172
,23_s2m1_cell 232,cell 6513,1142.172,2447.402,1625.476,1821.087,1447.839,1113.838,1143.489,638.476,1969.609,503.689,2184.882,2098.524,1584.768,1600.749,1233.88,1874.188,3876.191,4127.752,1327.576
,23_s2m1_cell 233,cell 6514,1067.809,3838.1,600.909,2413.991,1468.748,1114.097,1077.881,847.517,1903.617,632.748,2190.523,3341,1580.316,1559.621,1362.002,1451.655,2457.68,2191.72,1494.487
,23_s2m1_cell 234,cell 6515,584.803,2576.655,2593.865,2905.514,1421.334,1104.707,1081.907,855.59,1794.115,935.857,2308.058,4337.594,1369.39,1105.662,1629.794,1234.466,1207.516,389.134,1459.969
,23_s2m1_cell 235,cell 6516,954.856,1819.069,650.075,273.903,1800.881,1230.846,1094.988,317.58,1842.394,1064.57,2340.478,387.199,1544.381,1454.799,244.489,1328.265,1774.675,782.143,389.734
,23_s2m1_cell 236,cell 6517,888.744,1741.547,869.217,3172.439,1469.453,1179.872,1339.169,812.508,2482.708,2931.969,2624.408,3824.23,1654.714,1206.967,1420.319,1262.169,1207.172,470.75,1445.383
,23_s2m1_cell 237,cell 6518,884.822,1923.363,476.404,2814.397,1456.502,1175.249,1305.064,762.701,2091.694,546.765,2166.836,3282.125,1460.534,1628.63,1298.443,1267.726,1269.215,560.089,1405.632
,23_s2m1_cell 238,cell 6519,1063.405,3854.351,2358.359,2471.655,1457.44,1081.18,1100.469,711.008,1905.963,469.484,2178.607,2457.921,1728.715,1372.541,1250.246,2103.079,3903.512,3371.983,1311.76
,23_s2m1_cell 239,cell 6520,695.335,3554.266,3922.352,2912.458,1492.665,1120.291,1145.215,966.374,1736.087,467.569,2263.023,4426.131,1396.969,1100.822,2212.821,1261.034,1524.828,737.048,1997.948
,23_s2m1_cell 240,cell 6521,1179.315,3782.713,619.302,3492.142,1517.892,1233.269,1461.29,850.569,2474.45,601.057,2222.909,3807.518,1918.398,1406.046,1479.901,1280.64,1843.235,471.072,1454.712
,23_s2m1_cell 241,cell 6522,736.17,1197.813,451.879,293.979,1440.811,985.842,967.813,355.665,1965.365,472.458,2227.197,416.659,1706.797,7454.366,266.253,2254.774,1553.296,913.226,991.669
,23_s2m1_cell 242,cell 6523,772.294,3355.304,3875.207,3578.836,1489.391,1120.574,1267.397,897.927,1987.482,489.607,2264.562,4805.782,1432.527,1121.853,1774.816,1306.652,1320.957,442.825,1608.253
,23_s2m1_cell 243,cell 6524,1114.494,4849.044,511.98,2644.245,1656.821,1084.757,1081.497,759.932,1966.901,845.854,2235.489,2960.933,2258.773,1388.419,1282.519,1312.043,2198.096,653.025,1385.657
,23_s2m1_cell 244,cell 6525,1154.76,2943.643,2420.202,3950.625,1528.731,1194.84,1282.165,891.377,2317.778,1320.556,2394.545,4538.137,1728.106,1264.341,1719.718,1304.61,1606.38,526.302,1502.793
,23_s2m1_cell 245,cell 6526,1158.023,4511.471,696.63,3775.144,1796.522,1214.023,1301.54,853.002,2366.418,1153.82,2321.743,3884.417,2342.191,1563.502,1482.77,1237.614,1807.146,469.732,1407.132
,23_s2m1_cell 246,cell 6527,1304.646,2305.644,1804.245,1973.03,2069.834,1130.06,1150.085,742.323,2203.774,849.705,2274.189,2509.097,2356.501,1285.847,1269.624,1428.656,4694.284,3613.243,1296.228
,23_s2m1_cell 247,cell 6528,991.207,4054.205,4925.266,4624.087,1561.292,1147.383,1126.436,990.436,1871.536,1007.915,2333.491,5651.091,1547.116,1169.396,2067.122,1274.105,1210.008,489.091,1733.834
,23_s2m1_cell 248,cell 6529,834.945,1244.456,453.257,286.645,1462.722,993.81,974.101,356.865,1996.911,472.96,2211.119,438.358,1733.7,7342.336,296.948,2302.199,1398.086,786.829,588.196
,23_s2m1_cell 249,cell 6530,1054.125,4968.284,6025.739,3496.717,1550.63,1093.137,1096.744,1079.84,1784.573,445.858,2292.828,5161.984,1380.894,1077.119,2506.671,1278.474,988.853,430.812,2294.084
,23_s2m1_cell 250,cell 6531,990.012,1829.636,663.6,281.788,1883.345,1229.815,1098.287,313.028,1819.67,863.437,2286.996,378.017,1504.766,1396.981,243.551,1337.361,1451.621,760.228,399.99
,23_s2m1_cell 251,cell 6532,1315.567,2430.83,554.037,3014.664,1668.977,1148.173,1134.691,885.985,1991.213,677.508,2220.602,3768.197,2113.359,1573.706,1431.599,1340.845,2316.698,887.975,1597.918
,23_s2m1_cell 252,cell 6533,875.355,1249.775,444.978,277.709,1471.974,988.271,965.809,342.306,1973.703,470.227,2191.036,406.5,1707.448,7170.438,258.925,2055.317,1233.079,658.273,436.904
,23_s2m1_cell 253,cell 6534,1097.51,4876.137,5286.564,4557.226,1643.929,1170.994,1221.468,958.761,2143.369,990.274,2367.669,5319.494,1902.087,1169.553,1791.8,1313.648,2120.971,516.906,1613.14
,23_s2m1_cell 254,cell 6535,838.918,3786.823,4268.498,3355.896,1597.707,1120.255,1100.758,1054.861,1772.173,457.084,2261.691,4894.621,1368.105,1119.022,2329.315,1287.778,1223.261,808.721,2160.7
,23_s2m1_cell 255,cell 6536,1340.744,2420.884,1728.552,2034.515,1583.777,1160.48,1187.07,761.89,2071.677,513.217,2184.938,2583.913,1883.037,1415.309,1360.346,1558.677,4305.044,4039.5,1372.445
,23_s2m1_cell 256,cell 6537,995.492,3885.147,581.146,3245.517,1478.576,1219.024,1309.935,876.493,2365.229,638.561,2216.03,4015.676,2266.718,1858.79,1434.335,1261.174,2178.36,483.882,1575.298
,23_s2m1_cell 257,cell 6538,1036.706,1820.732,681.315,288.732,1822.603,1210.832,1074.254,320.518,1815.296,774.354,2265.47,429.05,1516.331,1527.314,270.949,1290.321,1413.308,775.596,436.223
,23_s2m1_cell 258,cell 6539,1109.141,4471.552,491.947,2813.925,1441.232,1139.333,1186.53,822.311,1873.135,770.949,2190.011,3522.834,1501.7,1731.06,1340.143,1231.353,1243.903,489.486,1468.278
,23_s2m1_cell 259,cell 6540,1067.314,3050.767,2545.928,4213.67,1506.287,1196.094,1384.186,961.634,2760.59,920.545,2316.617,5243.867,1711.243,1238.991,1798.134,1318.138,1592.749,495.07,1790.833
,23_s2m1_cell 260,cell 6541,1180.696,1441.675,466.602,289.262,1482.769,998.634,972.74,334.566,1902.67,483.752,2189.436,367.258,1646.993,7027.45,240.793,1995.385,1357.745,804.472,387.397
,23_s2m1_cell 261,cell 6542,805.673,3539.275,3950.721,3167.325,1452.026,1109.586,1106.731,1060.416,1823.513,576.901,2244.418,5192.319,1438.481,1199.628,2277.25,1451.994,1614.392,1445.632,1704.446
,23_s2m1_cell 262,cell 6543,971.224,2546.47,493.934,2747.561,1435.778,1109.369,1157.646,865.74,2047.82,681.412,2195.014,3658.126,1611.136,1824.567,1328.013,1202.217,1714.781,527.952,1465.402
,23_s2m1_cell 263,cell 6544,1279.973,2529.612,1848.053,2194.384,1489.838,1112.912,1181.393,753.721,2016.793,484.796,2162.238,2662.719,1672.953,1313.204,1419.555,1431.737,3655.132,3403.889,1499.873
,23_s2m1_cell 264,cell 6545,1024.326,2626.354,2271.973,4396.749,1486,1142.23,1210.548,965.542,2428.506,2379.448,2557.931,5194.149,1833.287,1192.117,1803.1,1347.623,1161.245,429.314,1699.72
,23_s2m1_cell 265,cell 6546,738.886,3479.204,4182.194,4165.366,1444.767,1093.304,1121.081,1032.614,1797.324,722.065,2252.116,5731.29,1440.318,1097.648,2072.428,1253.272,1009.304,387.861,803.645
,23_s2m1_cell 266,cell 6547,1052.847,3486.198,1023.952,3393.981,1464.056,1155.516,1320.157,870.901,2525.446,784.412,2232.601,4073.62,1816.898,1293.61,1550.671,1283.37,1986.138,505.327,1581.581
,23_s2m1_cell 267,cell 6548,1336.063,1505.933,477.672,289.38,1481.421,992.669,982.118,323.002,1880.032,487.314,2184.951,362.648,1686.616,7459.524,238.797,2001.665,1655.389,1050.723,383.274
